Name,Code,Type,DrainageArea,SubBasin,City,State,Responsible,Latitude,Longitude,StartDate,EndDate,NYD,MD,N_YWOMD,YWMD
CAPÃO DA ONÇA (Mont. Captação),60434000,1,6.19,60,BRASÍLIA,DISTRITO FEDERAL,CAESB,-15.6572,-48.1647,1982/12/15,1987/06/30,6,18.4,2,66.7
CAPÃO DA ONÇA - BRAZLÂNDIA - DF 415,60434500,1,20.99,60,BRASÍLIA,DISTRITO FEDERAL,CAESB,-15.6392,-48.1828,1992/11/12,2006/10/31,15,0.0,13,13.3
DESCOBERTO JUS. CAPTAÇÃO BARROCÃO,60434600,1,,60,BRASÍLIA,DISTRITO FEDERAL,CAESB,-15.6344,-48.1842,2017/01/01,2018/03/31,2,45.1,0,100.0
DESCOBERTO - CHACARA 89,60435000,1,113.23,60,BRASÍLIA,DISTRITO FEDERAL,CAESB,-15.7089,-48.2339,1978/05/12,2019/09/30,42,3.5,37,11.9
CHAPADINHA - AVIÁRIO - DF 180,60435100,1,20.13,60,BRASÍLIA,DISTRITO FEDERAL,CAESB,-15.6997,-48.2106,1978/05/23,2019/09/30,42,3.4,39,7.1
OLARIA - DF 080,60435150,1,12.12,60,BRASÍLIA,DISTRITO FEDERAL,CAESB,-15.7086,-48.1994,1985/10/10,2019/09/30,35,7.2,29,17.1
RODEADOR - DF 435,60435200,1,111.96,60,BRASÍLIA,DISTRITO FEDERAL,CAESB,-15.725,-48.1683,1978/06/01,2019/09/30,42,3.6,38,9.5
RIBEIRÃO RODEADOR,60435250,1,,60,BRASÍLIA,DISTRITO FEDERAL,ADASA,-15.7356,-48.1742,2016/02/01,2016/08/31,1,0.5,0,100.0
CAPÃO COMPRIDO - DESCOBERTO,60435300,1,15.51,60,BRASÍLIA,DISTRITO FEDERAL,CAESB,-15.7467,-48.1617,1978/05/17,2019/09/30,42,3.3,37,11.9
RIBEIRÃO DAS PEDRAS (DF-180),60435400,1,76.15,60,BRASÍLIA,DISTRITO FEDERAL,CAESB,-15.7608,-48.16,1978/05/17,2019/09/30,42,3.7,38,9.5
RIBEIRÃO DAS PEDRAS,60435405,1,,60,BRASÍLIA,DISTRITO FEDERAL,ADASA,-15.7622,-48.1594,2016/02/01,2017/11/30,2,41.1,0,100.0
DESCOBERTO - JUSANTE BARRAGEM,60436000,1,433.49,60,BRASÍLIA,DISTRITO FEDERAL,CAESB,-15.7789,-48.2322,1978/08/29,2017/01/31,40,1.4,32,20.0
TAGUATINGA,60436145,1,38.6,60,BRASÍLIA,DISTRITO FEDERAL,ADASA,-15.8539,-48.0942,2009/06/13,2018/03/26,10,51.3,1,90.0
DESCOBERTO FAZENDA BELA VISTA,60436150,1,803,60,SANTO ANTÔNIO DO DE,GOIÁS,CORUMBÁ COM,-16.2503,-48.2769,2016/04/01,2017/03/31,2,42.5,0,100.0
MELCHIOR,60436185,1,207,60,BRASÍLIA,DISTRITO FEDERAL,ADASA,-15.9267,-48.2589,2009/05/23,2018/01/31,10,51.1,1,90.0
RIO DESCOBERTO,60436186,1,,60,BRASÍLIA,DISTRITO FEDERAL,ADASA,-15.9311,-48.2575,2017/10/01,2017/11/30,1,0.0,0,100.0
DESCOBERTO JUSANTE MELCHIOR,60436190,1,805.35,60,BRASÍLIA,DISTRITO FEDERAL,CAESB,-15.9411,-48.2522,2006/11/01,2016/05/31,11,0.0,9,18.2
SAMAMBAIA,60436195,1,44.4,60,BRASÍLIA,DISTRITO FEDERAL,ADASA,-15.9436,-48.2478,2009/05/23,2018/03/28,10,51.0,1,90.0
BAIXO RIO DESCOBERTO,60436300,1,929,60,SANTO ANTÔNIO DO DE,GOIÁS,ADASA,-16.0081,-48.2719,2009/05/26,2018/03/29,10,31.5,1,90.0
UHE CORUMBÁ IV FAZENDA BELA VISTA,60436350,1,930,60,SANTO ANTÔNIO DO DE,GOIÁS,CORUMBÁ COM,-16.0211,-48.2703,2013/12/01,2018/12/31,6,14.9,1,83.3
ENGENHO DAS LAJES,60436400,1,77.5,60,SANTO ANTÔNIO DO DE,GOIÁS,ADASA,-16.0528,-48.2444,2009/05/25,2018/03/29,10,28.1,1,90.0
UHE CORUMBÁ IV MINERADORA FRONTEIRA,60439500,1,1226,60,SANTO ANTÔNIO DO DE,GOIÁS,CORUMBÁ COM,-16.0714,-48.3686,2012/01/14,2018/12/31,7,45.8,1,85.7
SANTO ANTÔNIO DO DESCOBERTO,60443000,1,1090,60,SANTO ANTÔNIO DO DE,GOIÁS,ANA,-16.0778,-48.2772,1978/01/01,1995/12/31,18,5.6,17,5.6
PONTE ALTA,60443830,1,187,60,BRASÍLIA,DISTRITO FEDERAL,ADASA,-16.0372,-48.1361,2009/05/25,2018/03/31,10,27.6,2,80.0
PONTE ALTA - DF-020,60443850,1,174,60,BRASÍLIA,DISTRITO FEDERAL,CAESB,-16.0114,-48.1167,1970/12/01,1976/04/30,7,0.0,5,28.6
ALAGADO,60444035,1,45.3,60,BRASÍLIA,DISTRITO FEDERAL,ADASA,-16.0467,-48.0822,2009/05/24,2018/03/30,10,50.2,1,90.0
ALAGADO MONTANTE CORUMBÁ,60444100,1,520.3,60,SANTO ANTÔNIO DO DE,DISTRITO FEDERAL,CAESB,-16.0969,-48.1489,2010/02/01,2016/05/31,7,5.3,4,42.9
UHE CORUMBÁ IV FAZENDA BEIRA,60444500,1,1607,60,ABADIANIA,GOIÁS,CORUMBÁ COM,-16.1544,-48.6664,2011/12/17,2018/12/31,8,26.6,1,87.5
UHE CORUMBÁ IV CAMPO LIMPO,60444700,1,673,60,GAMELEIRA DE GOIÁS,GOIÁS,CORUMBÁ COM,-16.3269,-48.5953,2013/11/16,2018/12/31,6,16.6,1,83.3
UHE CORUMBÁ IV ALAGADO,60444850,1,572,60,NOVO GAMA,GOIÁS,CORUMBÁ COM,-16.1264,-48.1494,2015/01/25,2018/12/31,4,6.6,2,50.0
ESTRADA GO-56 (PCD INPE),60445000,1,7690,60,LUZIÂNIA,GOIÁS,FURNAS,-16.3633,-48.0894,1973/07/25,1996/05/31,24,0.8,19,20.8
UHE CORUMBÁ III MONTANTE FAZENDA PALMITAL,60448000,1,,60,LUZIÂNIA,GOIÁS,CONS.CORUMBÁIII,-16.3089,-48.0878,2013/05/26,2016/12/31,4,22.0,0,100.0
UHE CORUMBÁ III MONTANTE FAZENDA CACHOEIRA,60453000,1,,60,LUZIÂNIA,GOIÁS,CONS.CORUMBÁIII,-16.6022,-48.0989,2013/05/27,2016/12/31,4,14.6,0,100.0
UHE CORUMBÁ III BARRAMENTO,60453500,1,,60,LUZIÂNIA,GOIÁS,CONS.CORUMBÁIII,-16.7872,-47.9408,2003/12/23,2015/06/29,13,25.9,5,61.5
UHE CORUMBÁ III JUSANTE,60454000,1,,60,LUZIÂNIA,GOIÁS,CONS.CORUMBÁIII,-16.7933,-47.9322,2013/05/24,2016/12/31,4,9.3,0,100.0
CÓRREGO FUMAL (BR-020),60470000,1,47.8,60,BRASÍLIA,DISTRITO FEDERAL,CAESB,-15.5939,-47.6683,1978/06/01,1992/09/30,15,0.0,13,13.3
RIBEIRÃO MESTRE D'ARMAS (BR-020),60471000,1,49,60,BRASÍLIA,DISTRITO FEDERAL,CAESB,-15.6056,-47.6922,1978/06/01,1992/09/30,15,6.4,11,26.7
MESTRE D'ARMAS,60471185,1,200,60,BRASÍLIA,DISTRITO FEDERAL,ADASA,-15.6686,-47.6714,2009/05/13,2018/03/30,10,29.3,1,90.0
MESTRE D'ARMAS - VALE AMANHECER,60471200,1,201.28,60,BRASÍLIA,DISTRITO FEDERAL,CAESB,-15.6758,-47.6647,1989/04/01,2016/05/31,28,0.0,26,7.1
CÓRREGO TAQUARINHA (VC-133),60472000,1,10.7,60,BRASÍLIA,DISTRITO FEDERAL,CAESB,-15.6428,-47.5156,1992/03/01,1996/10/31,5,0.0,3,40.0
CÓRREGO TAQUARA  (Mont. Taquarinha VC-133),60472100,1,10.4,60,BRASÍLIA,DISTRITO FEDERAL,CAESB,-15.6514,-47.5075,1992/03/01,1996/10/31,5,0.0,3,40.0
TAQUARA JUSANTE - (Chacara 70),60472200,1,36.59,60,PLANALTINA,DISTRITO FEDERAL,CAESB,-15.6217,-47.5336,1992/02/19,2019/10/31,28,18.6,20,28.6
PIPIRIPAU - BR-020 - CHACARA 14,60472230,1,83.87,60,PLANALTINA,DISTRITO FEDERAL,CAESB,-15.5717,-47.5094,2005/07/01,2019/10/31,15,1.0,13,13.3
PIPIRIPAU,60472235,1,127,60,BRASÍLIA,DISTRITO FEDERAL,ANA,-15.6144,-47.5456,2009/09/04,2019/09/30,11,0.0,9,18.2
PIPIRIPAU MONTANTE CANAL,60472240,1,184.08,60,PLANALTINA,DISTRITO FEDERAL,CAESB,-15.6397,-47.5742,2001/11/09,2019/10/31,19,1.4,16,15.8
PIPIRIPAU MONTANTE CAPTAÇÃO,60472300,1,189.21,60,PLANALTINA,DISTRITO FEDERAL,CAESB,-15.6558,-47.5967,1996/11/19,2019/10/31,24,6.5,20,16.7
PIPIRIPAU FRINOCAP - DF 230,60473000,1,214.99,60,PLANALTINA,DISTRITO FEDERAL,CAESB,-15.6572,-47.6247,1971/01/01,2019/10/31,49,4.7,44,10.2
RIBEIRÃO PIPIRIPAU,60473020,1,,60,BRASÍLIA,DISTRITO FEDERAL,ADASA,-15.6781,-47.6614,2016/02/01,2016/05/31,1,0.0,0,100.0
RIBEIRÃO SOBRADINHO (Chacara Quilombo),60474000,1,104,60,BRASÍLIA,DISTRITO FEDERAL,CAESB,-15.7278,-47.7272,1978/11/01,1995/10/31,18,11.3,12,33.3
SOBRADINHO JUSANTE -  DF-330,60474100,1,143.82,60,BRASÍLIA,DISTRITO FEDERAL,CAESB,-15.7267,-47.6964,1994/07/05,2016/05/31,23,0.8,17,26.1
RIBEIRÃO SOBRADINHO,60474300,1,,60,BRASÍLIA,DISTRITO FEDERAL,ADASA,-15.7272,-47.6967,2016/02/01,2017/11/30,2,36.5,0,100.0
DF-06 (POSTO ANTIG0),60476000,1,683,60,BRASÍLIA,DISTRITO FEDERAL,CAESB,-15.7453,-47.6767,1971/01/01,1975/12/31,5,8.4,3,40.0
DF-06 / DF 250,60476100,1,689.19,60,BRASÍLIA,DISTRITO FEDERAL,CAESB,-15.7414,-47.6744,1978/01/01,2015/10/31,38,0.0,37,2.6
SÃO BARTOLOMEU - MONT. PARANOÁ,60476150,1,771.25,60,BRASÍLIA,DISTRITO FEDERAL,CAESB,-15.8028,-47.6942,1992/11/01,1999/01/31,8,0.0,6,25.0
BARTOLOMEU - MONTANTE PARANOÁ,60476155,1,773,60,BRASÍLIA,DISTRITO FEDERAL,ADASA,-15.8094,-47.7006,2009/05/13,2018/03/31,10,28.2,1,90.0
SÃO BARTOLOMEU - JUSANTE PARANOÁ,60476160,1,1859,60,BRASÍLIA,DISTRITO FEDERAL,CAESB,-15.8186,-47.705,2007/07/09,2012/09/30,6,4.3,3,50.0
BARTOLOMEU - JUSANTE PARANOÁ,60476170,1,1850,60,BRASÍLIA,DISTRITO FEDERAL,ADASA,-15.8186,-47.7047,2009/05/12,2017/03/31,9,27.0,2,77.8
TRES BARRAS - JUSANTE SANTA MARIA,60477200,1,39.69,60,BRASÍLIA,DISTRITO FEDERAL,CAESB,-15.6658,-47.9528,1978/07/01,2007/01/25,30,17.8,21,30.0
TORTO - GRANJA,60477300,1,209.15,60,BRASÍLIA,DISTRITO FEDERAL,CAESB,-15.6867,-47.9256,1971/01/01,2019/08/31,49,23.1,21,57.1
RIBEIRÃO DO TORTO,60477350,1,,60,BRASÍLIA,DISTRITO FEDERAL,ADASA,-15.7069,-47.8919,2016/02/01,2018/03/31,3,57.8,0,100.0
TORTO - LAGO (Montante Paranoá),60477400,1,234.36,60,BRASÍLIA,DISTRITO FEDERAL,CAESB,-15.7119,-47.8783,1978/09/01,2018/04/30,41,1.1,33,19.5
JERIVA - EPPR 005,60477500,1,6.3,60,BRASÍLIA,DISTRITO FEDERAL,CAESB,-15.7222,-47.8489,1978/06/01,1981/05/11,4,0.0,2,50.0
BANANAL - EPIA 003,60477600,1,120.32,60,BRASÍLIA,DISTRITO FEDERAL,CAESB,-15.7272,-47.91,1971/01/01,2018/07/31,48,10.5,37,22.9
VICENTE PIRES - MONTANTE,60477700,1,26.5,60,BRASÍLIA,DISTRITO FEDERAL,ADASA,-15.8078,-48.0067,2009/07/01,2018/01/31,10,34.3,1,90.0
VICENTE PIRES - JUSANTE,60477800,1,83.4,60,BRASÍLIA,DISTRITO FEDERAL,ADASA,-15.8575,-47.9775,2009/05/18,2014/06/30,6,19.8,1,83.3
GUARÁ - ZOOLÓGICO,60478100,1,31.1,60,BRASÍLIA,DISTRITO FEDERAL,CAESB,-15.8664,-47.9656,1978/06/01,1988/03/31,11,5.9,6,45.5
GUARÁ - POSTO NOVO,60478150,1,35.8,60,BRASÍLIA,DISTRITO FEDERAL,CAESB,-15.8597,-47.9431,1988/05/01,1992/09/30,5,0.0,3,40.0
MONTANTE ZOOLÓGICO - EPIA 003 - RIACHO FUNDO,60478200,1,171.26,60,BRASÍLIA,DISTRITO FEDERAL,CAESB,-15.8594,-47.9419,1978/05/22,2018/05/31,41,29.1,23,43.9
ZOOLÓGICO,60478300,1,211,60,BRASÍLIA,DISTRITO FEDERAL,CAESB,-15.8492,-47.9436,1971/02/01,1975/03/31,5,0.0,3,40.0
RIACHO FUNDO,60478320,1,,60,BRASÍLIA,DISTRITO FEDERAL,ADASA,-15.8511,-47.9319,2016/02/01,2016/05/31,1,0.0,0,100.0
PONTE AEROPORTO -EPAR 002,60478400,1,211.54,60,BRASÍLIA,DISTRITO FEDERAL,CAESB,-15.8511,-47.9328,1988/03/01,2009/12/31,22,1.7,18,18.2
RIBEIRÃO MARIA PEREIRA,60478477,1,,60,BRASÍLIA,DISTRITO FEDERAL,ADASA,-16.0422,-47.8486,2017/01/01,2018/03/31,2,29.9,0,100.0
CAPTAÇÃO DA SANEAGO,60478480,1,49,60,VALPARAÍSO DE GOIÁS,GOIÁS,ANA,-16.0647,-47.9425,2007/08/31,2019/09/30,13,2.1,8,38.5
GAMA - MONTANTE CAPETINGA,60478485,1,34.6,60,BRASÍLIA,DISTRITO FEDERAL,ADASA,-15.9414,-47.9439,2009/05/16,2018/03/29,10,29.2,2,80.0
GAMA - BASE AÉREA,60478500,1,134.93,60,BRASÍLIA,DISTRITO FEDERAL,CAESB,-15.8708,-47.895,1971/01/12,2018/05/31,48,6.7,37,22.9
RIBEIRÃO DO GAMA,60478520,1,,60,BRASÍLIA,DISTRITO FEDERAL,ADASA,-15.8583,-47.8739,2016/02/01,2017/11/28,2,61.2,0,100.0
DOM BOSCO - CABEÇA DE VEADO,60478600,1,32.15,60,BRASÍLIA,DISTRITO FEDERAL,CAESB,-15.8561,-47.8578,1970/12/01,2018/05/31,49,3.2,43,12.2
PARANOÁ BARRAGEM - CEB,60479200,1,1015,60,BRASÍLIA,DISTRITO FEDERAL,CAESB,-15.7956,-47.7844,1998/01/01,2004/10/31,7,0.0,6,14.3
PARANOÁ - JUSANTE BARRAGEM,60480000,1,1017,60,BRASÍLIA,DISTRITO FEDERAL,CAESB,-15.7925,-47.7647,1971/01/10,1999/01/31,29,28.1,2,93.1
MONTANTE LANÇAMENTO ETE PARANOÁ,60480045,1,,60,BRASÍLIA,DISTRITO FEDERAL,CAESB,-15.7911,-47.7622,2016/09/01,2017/07/31,2,2.7,0,100.0
PARANOÁ MONTANTE SÃO BARTOLOMEU,60480055,1,,60,BRASÍLIA,DISTRITO FEDERAL,CAESB,-15.8056,-47.7069,2016/09/01,2017/06/30,2,0.0,0,100.0
FAZENDA SÃO SEBASTIÃO,60480200,1,13.9,60,BRASÍLIA,DISTRITO FEDERAL,CAESB,-15.8242,-47.6733,1989/02/10,1992/10/20,4,0.0,2,50.0
TABOCA,60480310,1,54,60,BRASÍLIA,DISTRITO FEDERAL,ADASA,-15.8753,-47.7228,2009/05/13,2018/03/31,10,29.5,1,90.0
PAPUDA - AGR. SÃO SEBASTIÃO,60480500,1,53.1,60,BRASÍLIA,DISTRITO FEDERAL,CAESB,-15.9014,-47.7625,1989/02/10,1992/10/18,4,0.0,2,50.0
PAPUDA,60480550,1,69.5,60,BRASÍLIA,DISTRITO FEDERAL,ADASA,-15.8925,-47.7228,2009/08/01,2017/09/20,9,32.3,2,77.8
DF-18 / BR 251,60490000,1,2132,60,BRASÍLIA,DISTRITO FEDERAL,CAESB,-15.9478,-47.6678,1970/08/01,2010/03/31,41,2.5,36,12.2
CACHOEIRINHA,60491000,1,98.9,60,BRASÍLIA,DISTRITO FEDERAL,ADASA,-16.0356,-47.6853,2009/07/01,2018/03/31,10,30.1,2,80.0
SANTANA,60492000,1,146,60,BRASÍLIA,DISTRITO FEDERAL,ADASA,-16.0508,-47.7442,2009/05/14,2018/01/31,10,28.5,1,90.0
BARTOLOMEU - FAZENDA RECREIO,60492200,1,2360,60,CIDADE OCIDENTAL,GOIÁS,ADASA,-16.0633,-47.6797,2009/05/17,2018/03/31,10,32.5,0,100.0
RIO PAMPLONA,60495000,1,283,60,CRISTALINA,GOIÁS,ANA,-16.4317,-47.6914,1999/11/27,2019/08/31,21,2.5,17,19.0
UHE BATALHA RIO SÃO BARTOLOMEU,60500000,1,4130,60,CRISTALINA,GOIÁS,FURNAS,-16.5375,-47.8006,1966/07/23,2016/12/31,51,3.6,39,23.5
FAZENDA BURITI,60510000,1,14800,60,ORIZONA,GOIÁS,ANA,-16.9225,-47.9078,1975/01/01,1983/12/31,9,7.4,7,22.2
ENGENHEIRO AMORIM,60510010,1,15200,60,ORIZONA,GOIÁS,ANA,-17.0361,-47.9408,1995/01/01,2012/12/31,18,13.9,15,16.7
UHE CORUMBÁ I RIO PIRACANJUBA,60540000,1,3680,60,ORIZONA,GOIÁS,FURNAS,-17.1314,-48.1372,1972/04/14,2016/12/31,45,5.7,39,13.3
SILVÂNIA,60544000,1,65.2,60,SILVÂNIA,GOIÁS,ANA,-16.6519,-48.6083,1999/11/18,2007/10/10,9,0.0,7,22.2
JUSANTE DE SILVÂNIA,60544100,1,62,60,SILVÂNIA,GOIÁS,ANA,-16.6542,-48.6103,2007/12/01,2018/12/05,12,2.3,9,25.0
UHE CORUMBÁ I MONTANTE 1,60544990,1,20700,60,PIRES DO RIO,GOIÁS,FURNAS,-17.3283,-48.2392,1992/03/17,2016/12/31,25,6.9,21,16.0
PIRES DO RIO,60545000,1,20700,60,URUTAÍ,GOIÁS,ANA,-17.3272,-48.2386,1971/09/17,2005/09/30,35,8.0,29,17.1
FAZENDA RIO DOS BOIS,60555000,1,380,60,SILVÂNIA,GOIÁS,ANA,-16.8358,-48.6556,1999/11/18,2019/08/31,21,27.8,8,61.9
UHE CORUMBÁ I RIO DO PEIXE,60564000,1,3310,60,CALDAS NOVAS,GOIÁS,FURNAS,-17.5331,-48.5069,1996/12/01,2016/12/31,21,10.8,17,19.0
RIO DO PEIXE,60565000,1,3350,60,PIRES DO RIO,GOIÁS,ANA,-17.5731,-48.4975,1972/04/18,1993/12/31,22,20.7,15,31.8
UHE CORUMBÁ I BARRAMENTO,60570080,1,27800,60,CORUMBAÍBA,GOIÁS,FURNAS,-17.9878,-48.5328,1996/09/07,2015/06/29,20,0.1,17,15.0
FAZENDA PAPUA,60590000,1,2360,60,MORRINHOS,GOIÁS,ANA,-17.7006,-48.8497,1967/06/08,1995/12/31,29,0.0,28,3.4
UHE ITUMBIARA JUSANTE PONTE GO-213,60591000,1,2410,60,MORRINHOS,GOIÁS,FURNAS,-17.7478,-48.8444,2000/01/01,2016/12/31,17,29.4,12,29.4
CORUMBAZUL,60600000,1,33800,60,BURITI ALEGRE,GOIÁS,ANA,-18.2486,-48.8306,1972/04/23,1979/07/31,8,10.7,5,37.5
UHE ITUMBIARA BARRAMENTO,60610080,1,94700,60,ARAPORÃ,MINAS GERAIS,FURNAS,-18.4081,-49.0989,1995/01/01,2015/06/29,21,0.1,19,9.5
FAZENDA CACHOEIRA,60615000,1,195,60,TUPACIGUARA,MINAS GERAIS,ANA,-18.6983,-48.7806,1949/05/01,2019/11/30,71,4.0,62,12.7
PONTE RIO PIEDADE,60620000,1,1710,60,MONTE ALEGRE DE MIN,MINAS GERAIS,ANA,-18.55,-49.1667,1952/03/24,1975/12/31,24,12.8,16,33.3
UHE CACHOEIRA DOURADA BARRAMENTO,60625080,1,99700,60,CACHOEIRA DOURADA,GOIÁS,CDSA,-18.5019,-49.4914,1995/01/01,2015/06/29,21,0.1,19,9.5
INHUMAS,60635000,1,532,60,INHUMAS,GOIÁS,ANA,-16.3464,-49.4942,1947/11/29,2019/08/31,73,2.1,65,11.0
MONTANTE DE GOIÂNIA,60640000,1,1740,60,GOIÂNIA,GOIÁS,ANA,-16.6136,-49.2797,1975/06/13,2019/09/30,45,0.3,40,11.1
CAPTAÇÃO JOÃO LEITE,60642000,1,765,60,GOIÂNIA,GOIÁS,ANA,-16.6317,-49.2439,1974/11/07,2017/05/31,44,2.6,39,11.4
GOIÂNIA,60645000,1,2800,60,GOIÂNIA,GOIÁS,ANA,-16.6528,-49.2169,1964/12/01,1970/06/30,7,2.9,4,42.9
JUSANTE DE GOIÂNIA,60650000,1,2830,60,GOIÂNIA,GOIÁS,ANA,-16.6811,-49.1964,1978/02/17,2019/09/30,42,0.0,40,4.8
RIBEIRÃO DAS CALDAS,60653000,1,51,60,LEOPOLDO DE BULHÕES,GOIÁS,ANA,-16.4581,-48.8972,1978/03/16,2019/08/31,42,0.3,38,9.5
FAZENDA SUCURI,60654000,1,1290,60,BELA VISTA DE GOIÁS,GOIÁS,ANA,-16.9136,-49.1047,1979/11/30,2019/06/23,41,0.0,38,7.3
FAZENDA BONITA DE BAIXO,60655000,1,4990,60,HIDROLÂNDIA,GOIÁS,ANA,-16.9572,-49.0764,1956/08/30,1999/04/30,44,3.2,40,9.1
JUSANTE BARRA DO QUATI,60664800,1,19.5,60,ABADIA DE GOIÁS,GOIÁS,ANA,-16.7572,-49.4133,1994/01/01,2006/12/16,13,18.3,7,46.2
PROFESSOR JAMIL,60665000,1,1250,60,PROFESSOR JAMIL,GOIÁS,ANA,-17.2536,-49.275,1978/02/22,2019/08/31,42,0.2,39,7.1
USINA ROCHEDO,60670000,1,6140,60,PIRACANJUBA,GOIÁS,ANA,-17.4097,-49.2225,1966/10/26,1971/12/31,6,12.8,4,33.3
ALOÂNDIA,60675000,1,9590,60,ALOÂNDIA,GOIÁS,ANA,-17.7531,-49.4575,1975/06/23,1995/12/31,21,0.0,20,4.8
PONTE MEIA PONTE,60680000,1,11500,60,ITUMBIARA,GOIÁS,ANA,-18.3489,-49.6017,1951/01/01,2019/09/30,69,11.8,55,20.3
ANICUNS,60700000,1,561,60,ANICUNS,GOIÁS,ANA,-16.4653,-49.9428,1956/09/01,2005/11/23,50,0.6,47,6.0
FAZENDA BOA VISTA,60715000,1,4640,60,VARJÃO,GOIÁS,ANA,-17.1069,-49.6883,1954/03/21,2019/08/31,66,0.3,63,4.5
FAZENDA NOVA DO TURVO,60750000,1,2640,60,PARAÚNA,GOIÁS,ANA,-17.0792,-50.2894,1957/02/10,2019/05/31,63,1.2,55,12.7
BARRA DO MONJOLO,60765000,1,7890,60,EDÉIA,GOIÁS,ANA,-17.7322,-50.1808,1971/11/18,2019/09/30,49,0.0,45,8.2
FAZENDA SANTA MARIA,60772000,1,17300,60,PARAÚNA,GOIÁS,ANA,-17.9808,-50.2469,1975/11/25,2016/06/30,42,0.4,39,7.1
MONTIVIDIU,60774000,1,1020,60,MONTIVIDIU,GOIÁS,ANA,-17.3592,-51.0753,1974/06/24,2019/07/31,46,0.0,44,4.3
FAZENDA MONTE ALEGRE,60778000,1,808,60,RIO VERDE,GOIÁS,ANA,-17.3308,-50.7742,1974/06/21,2019/07/31,46,0.0,44,4.3
PONTE RODAGEM,60781000,1,5950,60,PARAÚNA,GOIÁS,ANA,-17.3258,-50.6819,1971/11/08,2019/09/30,49,0.7,43,12.2
FAZENDA PINHEIRO,60785000,1,1220,60,RIO VERDE,GOIÁS,ANA,-17.45,-50.7167,1971/10/22,1972/12/31,2,0.0,1,50.0
FAZENDA PARAÍSO,60785005,1,1170,60,RIO VERDE,GOIÁS,ANA,-17.4658,-50.7742,1971/10/22,2019/07/31,49,6.7,42,14.3
PONTE RIO VERDÃO,60790000,1,8750,60,ACREÚNA,GOIÁS,ANA,-17.5411,-50.5564,1962/08/16,2019/08/31,58,0.9,53,8.6
PCH YPÊ JUSANTE,60794000,1,9837,60,SANTA HELENA DE GOI,GOIÁS,STAHELENAYPE,-17.7431,-50.4536,2016/09/12,2017/10/30,2,26.3,0,100.0
FAZENDA BAUZINHO,60795000,1,258,60,MAURILÂNDIA,GOIÁS,ANA,-17.9331,-50.3822,1969/05/15,1972/01/15,4,56.5,0,100.0
MAURILÂNDIA,60798000,1,12800,60,MAURILÂNDIA,GOIÁS,ANA,-17.9678,-50.3325,1974/06/26,2019/09/30,46,0.0,44,4.3
PONTE SUL GOIANA,60805000,1,30700,60,GOIATUBA,GOIÁS,CEMIG,-18.0706,-50.1717,1967/01/20,1997/05/30,31,2.2,29,6.5
FAZENDA RIO DOS BOIS,60805050,1,380,60,SILVÂNIA,GOIÁS,ANA,-16.8358,-48.6556,2007/01/01,2017/11/30,11,12.1,8,27.3
FAZENDA ALIANÇA,60810000,1,1360,60,GOIATUBA,GOIÁS,ANA,-18.1044,-50.0333,1969/05/17,2019/08/31,51,1.8,43,15.7
BOM JESUS DE GOIÁS,60811000,1,148,60,BOM JESUS DE GOIÁS,GOIÁS,ANA,-18.2128,-49.7533,2004/08/31,2019/08/31,16,3.7,9,43.8
FAZENDA PARAÍSO,60835000,1,1510,60,PRATA,MINAS GERAIS,ANA,-19.2369,-48.5667,1941/09/17,2019/10/31,79,14.4,51,35.4
PONTE BR-153 (Posto Tejuco),60842000,1,3760,60,PRATA,MINAS GERAIS,ANA,-19.0394,-49.0092,1995/08/12,2019/11/30,25,2.8,19,24.0
ITUIUTABA,60845000,1,6310,60,ITUIUTABA,MINAS GERAIS,ANA,-18.9408,-49.4497,1942/01/01,2019/11/24,78,12.7,56,28.2
PONTE BR-153 (FAZ. N0SSA SENHORA APARECIDA),60848000,1,830,60,PRATA,MINAS GERAIS,ANA,-19.5019,-48.8586,1995/11/01,2019/12/31,25,0.1,21,16.0
FAZENDA BURITI DO PRATA,60850000,1,2460,60,PRATA,MINAS GERAIS,ANA,-19.3597,-49.1803,1941/09/17,2019/12/31,79,0.9,73,7.6
PONTE DO PRATA,60855000,1,5230,60,ITUIUTABA,MINAS GERAIS,ANA,-19.0356,-49.6972,1941/09/01,2019/11/30,79,0.1,76,3.8
PONTE BR-365 (FAZ.BOA VISTA),60856000,1,756,60,GURINHATÃ,MINAS GERAIS,ANA,-18.8847,-50.005,1995/08/08,2019/08/20,25,0.7,20,20.0
QUIRINÓPOLIS,60870000,1,1630,60,QUIRINÓPOLIS,GOIÁS,ANA,-18.4983,-50.5286,1971/08/11,2019/07/31,49,4.7,43,12.2
UHE SÃO SIMÃO BARRAMENTO,60877080,1,170898,60,SÃO SIMÃO,GOIÁS,SIMÃO,-18.9889,-48.1903,1995/01/01,2014/10/29,20,0.0,19,5.0
UHE BARRA DOS COQUEIROS FOZ RIBEIRÃO PARAISO,60884000,1,4450,60,JATAÍ,GOIÁS,KINROSS,-17.8197,-51.8233,2010/03/04,2018/12/31,9,2.4,6,33.3
PONTE RIO CLARO,60885000,1,4590,60,JATAÍ,GOIÁS,ANA,-17.9189,-51.7503,1956/08/25,1989/05/15,34,34.7,16,52.9
UHE CAÇU NAVISLÂNDIA,60890000,1,6880,60,JATAÍ,GOIÁS,KINROSS,-18.0856,-51.6175,2010/02/28,2018/12/31,9,6.8,1,88.9
